FlightDate,Airline,FlightNumber,OriginAirport,DestinationAirport,DepartureDelay,DelayReason,WeatherCondition
2024-06-09,Air India,AI489,BOM,MAA,106,Weather,Snow
2024-03-30,Indigo,IN777,BLR,BOM,94,Weather,Clear
2024-01-22,Indigo,IN989,MAA,DEL,20,Weather,Clear
2024-03-24,Indigo,IN571,CCU,MAA,122,Technical,Clear
2024-01-06,Vistara,VI702,DEL,BLR,114,Weather,Thunderstorm
2024-05-26,Indigo,IN927,PNQ,DEL,67,Technical,Clear
2024-05-07,GoAir,GO930,LKO,BOM,108,Technical,Clear
2024-02-21,Vistara,VI750,BOM,PNQ,69,ATC,Clear
2024-03-08,Indigo,IN404,CCU,PNQ,38,Weather,Clear
2024-01-25,GoAir,GO444,MAA,DEL,150,Technical,Clear
2024-04-19,SpiceJet,SP455,BOM,CCU,144,ATC,Clear
2024-04-20,GoAir,GO420,BLR,MAA,174,Weather,Clear
2024-04-26,GoAir,GO284,DEL,CCU,62,Crew,Clear
2024-02-24,Vistara,VI374,CCU,MAA,30,Crew,Clear
2024-04-03,Vistara,VI251,BLR,BOM,91,Crew,Clear
2024-04-15,Air India,AI980,BOM,CCU,120,Weather,Thunderstorm
2024-03-14,SpiceJet,SP362,BLR,MAA,53,Weather,Heavy Rain
2024-01-08,SpiceJet,SP916,MAA,BLR,126,Weather,Snow
2024-06-14,Indigo,IN306,HYD,BLR,81,Weather,Thunderstorm
2024-06-17,GoAir,GO280,DEL,CCU,20,Weather,Fog
2024-01-22,Air India,AI716,MAA,PNQ,119,Weather,Thunderstorm
2024-06-20,Indigo,IN506,HYD,BOM,143,Weather,Fog
2024-05-13,GoAir,GO893,MAA,BLR,75,ATC,Clear
2024-03-21,Air India,AI952,CCU,PNQ,75,Crew,Clear
2024-02-25,SpiceJet,SP209,HYD,BOM,127,Security,Clear
2024-03-06,GoAir,GO157,PNQ,MAA,43,Weather,Thunderstorm
2024-05-19,Vistara,VI586,BLR,HYD,52,ATC,Clear
2024-05-01,Air India,AI941,MAA,DEL,170,Technical,Clear
2024-06-18,Indigo,IN807,BLR,HYD,94,Technical,Clear
2024-06-24,Indigo,IN647,BLR,PNQ,17,Weather,Snow
2024-03-06,Air India,AI192,BLR,HYD,56,Weather,Snow
2024-06-10,Air India,AI931,CCU,PNQ,35,Weather,Snow
2024-04-30,Vistara,VI961,LKO,CCU,40,Weather,Heavy Rain
2024-06-27,Air India,AI618,BOM,BLR,155,Weather,Thunderstorm
2024-04-26,Indigo,IN880,DEL,CCU,176,Technical,Clear
2024-06-13,SpiceJet,SP103,CCU,BOM,95,Technical,Clear
2024-01-29,SpiceJet,SP355,HYD,PNQ,120,Technical,Clear
2024-04-25,Vistara,VI994,HYD,BLR,166,Weather,Thunderstorm
2024-03-13,SpiceJet,SP186,CCU,HYD,111,Weather,Clear
2024-02-27,Indigo,IN123,BLR,DEL,65,Security,Clear
2024-06-28,SpiceJet,SP150,CCU,MAA,81,Weather,Heavy Rain
2024-01-23,Air India,AI274,BOM,DEL,126,Crew,Clear
2024-06-21,Vistara,VI221,BLR,CCU,83,Weather,Thunderstorm
2024-05-06,Vistara,VI233,CCU,PNQ,70,Weather,Thunderstorm
2024-06-22,SpiceJet,SP528,HYD,MAA,22,Crew,Clear
2024-03-08,SpiceJet,SP732,PNQ,BOM,180,Weather,Snow
2024-01-22,Indigo,IN580,HYD,PNQ,116,Weather,Heavy Rain
2024-04-08,Vistara,VI853,MAA,DEL,30,Weather,Fog
2024-03-26,SpiceJet,SP582,LKO,MAA,168,Security,Clear
2024-01-02,Air India,AI616,CCU,HYD,109,Security,Clear
2024-05-23,Indigo,IN694,HYD,BLR,141,Weather,Thunderstorm
2024-04-29,SpiceJet,SP191,LKO,CCU,51,Technical,Clear
2024-01-30,Air India,AI145,HYD,MAA,86,ATC,Clear
2024-04-20,Air India,AI997,MAA,LKO,82,ATC,Clear
2024-04-21,SpiceJet,SP423,PNQ,CCU,157,Security,Clear
2024-01-14,SpiceJet,SP252,DEL,HYD,135,Weather,Thunderstorm
2024-02-11,Vistara,VI546,BOM,MAA,106,Weather,Clear
2024-05-04,Vistara,VI604,BOM,PNQ,52,Crew,Clear
2024-03-30,Indigo,IN308,MAA,BOM,145,ATC,Clear
2024-05-24,GoAir,GO317,DEL,LKO,61,Crew,Clear
2024-01-20,SpiceJet,SP886,PNQ,LKO,99,Weather,Fog
2024-03-13,Indigo,IN503,LKO,MAA,42,Security,Clear
2024-02-09,Indigo,IN183,PNQ,CCU,137,Crew,Clear
2024-06-09,Air India,AI708,DEL,BLR,174,Security,Clear
2024-03-24,GoAir,GO232,BLR,PNQ,179,Weather,Thunderstorm
2024-03-23,Indigo,IN861,BOM,LKO,112,Security,Clear
2024-04-12,Air India,AI282,BLR,PNQ,37,ATC,Clear
2024-02-23,SpiceJet,SP497,CCU,HYD,54,Technical,Clear
2024-03-17,Vistara,VI920,CCU,LKO,94,ATC,Clear
2024-04-01,Indigo,IN952,LKO,MAA,129,Weather,Snow
2024-05-01,Air India,AI676,CCU,DEL,109,Crew,Clear
2024-04-21,Vistara,VI195,DEL,LKO,133,Weather,Heavy Rain
2024-06-14,SpiceJet,SP607,BOM,BLR,35,Weather,Snow
2024-03-17,SpiceJet,SP230,MAA,PNQ,124,Weather,Thunderstorm
2024-05-25,Indigo,IN664,BOM,DEL,145,Technical,Clear
2024-04-15,Indigo,IN575,MAA,HYD,35,Weather,Clear
2024-01-05,Indigo,IN858,PNQ,BOM,115,Crew,Clear
2024-01-22,Vistara,VI997,MAA,HYD,131,Technical,Clear
2024-06-08,Air India,AI449,HYD,BOM,169,Weather,Thunderstorm
2024-06-21,Indigo,IN544,DEL,BOM,18,Weather,Heavy Rain
2024-06-16,Vistara,VI571,CCU,PNQ,169,Technical,Clear
2024-03-18,GoAir,GO932,LKO,CCU,116,Technical,Clear
2024-01-23,SpiceJet,SP238,DEL,HYD,19,Weather,Heavy Rain
2024-01-07,SpiceJet,SP592,HYD,CCU,175,Weather,Clear
2024-02-18,Indigo,IN408,PNQ,BOM,20,Weather,Fog
2024-02-12,SpiceJet,SP856,PNQ,BLR,130,Weather,Clear
2024-03-03,SpiceJet,SP401,CCU,DEL,41,Weather,Snow
2024-04-16,Vistara,VI854,MAA,DEL,139,Weather,Clear
2024-05-31,GoAir,GO794,PNQ,BOM,150,Crew,Clear
2024-04-18,GoAir,GO423,BOM,BLR,121,ATC,Clear
2024-01-30,Vistara,VI737,LKO,BLR,20,Technical,Clear
2024-03-14,SpiceJet,SP580,LKO,BLR,71,Weather,Clear
2024-06-24,Air India,AI716,PNQ,BOM,114,ATC,Clear
2024-06-21,Air India,AI915,PNQ,CCU,56,Security,Clear
2024-03-13,Indigo,IN783,PNQ,BOM,55,Weather,Clear
2024-05-05,Indigo,IN912,CCU,BLR,68,Weather,Clear
2024-01-13,Indigo,IN467,MAA,HYD,59,Technical,Clear
2024-01-17,Air India,AI540,BOM,LKO,158,Weather,Heavy Rain
2024-05-04,Air India,AI448,LKO,PNQ,157,Weather,Thunderstorm
2024-02-08,GoAir,GO718,BOM,CCU,127,Weather,Snow
2024-01-29,Indigo,IN900,BOM,PNQ,144,Technical,Clear
2024-02-12,Indigo,IN991,BLR,HYD,89,Weather,Snow
2024-05-09,Vistara,VI850,BOM,HYD,100,Technical,Clear
2024-02-01,SpiceJet,SP549,CCU,PNQ,77,Crew,Clear
2024-03-28,Air India,AI617,HYD,DEL,121,Weather,Thunderstorm
2024-06-10,SpiceJet,SP255,CCU,PNQ,124,Weather,Snow
2024-04-14,Vistara,VI972,LKO,DEL,17,Weather,Clear
2024-01-18,Indigo,IN446,LKO,BLR,57,Security,Clear
2024-01-16,Vistara,VI877,DEL,CCU,53,Security,Clear
2024-06-10,GoAir,GO402,CCU,BLR,156,ATC,Clear
2024-03-21,Air India,AI108,MAA,LKO,52,Technical,Clear
2024-04-24,SpiceJet,SP657,PNQ,LKO,118,Weather,Heavy Rain
2024-03-18,Indigo,IN137,LKO,BLR,47,Crew,Clear
2024-02-24,Indigo,IN623,MAA,LKO,177,Weather,Heavy Rain
2024-01-06,Indigo,IN915,MAA,BOM,92,ATC,Clear
2024-05-09,Indigo,IN849,DEL,PNQ,175,Weather,Clear
2024-03-31,Indigo,IN148,BOM,MAA,16,Weather,Snow
2024-03-27,SpiceJet,SP924,BLR,HYD,161,Weather,Heavy Rain
2024-04-06,GoAir,GO855,BLR,DEL,164,Weather,Heavy Rain
2024-04-02,Vistara,VI200,HYD,CCU,120,Weather,Fog
2024-01-24,Indigo,IN535,HYD,MAA,34,Weather,Thunderstorm
2024-06-22,GoAir,GO512,CCU,PNQ,142,Weather,Snow
2024-04-22,Vistara,VI849,CCU,PNQ,144,Weather,Heavy Rain
2024-05-04,Vistara,VI232,BOM,CCU,136,Weather,Fog
2024-02-10,GoAir,GO478,BOM,LKO,43,ATC,Clear
2024-04-04,GoAir,GO396,DEL,LKO,110,Weather,Thunderstorm
2024-04-05,Air India,AI401,PNQ,DEL,51,Crew,Clear
2024-01-13,Air India,AI390,BLR,BOM,140,ATC,Clear
2024-02-01,GoAir,GO457,BOM,PNQ,138,Weather,Clear
2024-03-20,GoAir,GO563,LKO,PNQ,170,Weather,Heavy Rain
2024-02-05,GoAir,GO751,PNQ,CCU,129,Weather,Heavy Rain
2024-03-24,Indigo,IN919,CCU,BLR,116,Weather,Thunderstorm
2024-05-18,Indigo,IN786,PNQ,LKO,37,Weather,Heavy Rain
2024-01-07,GoAir,GO745,MAA,LKO,179,Technical,Clear
2024-02-19,GoAir,GO654,DEL,LKO,136,Technical,Clear
2024-01-31,GoAir,GO284,DEL,BLR,77,Crew,Clear
2024-01-22,GoAir,GO721,LKO,BLR,140,Technical,Clear
2024-03-28,Vistara,VI284,CCU,DEL,96,ATC,Clear
2024-03-06,Indigo,IN217,BOM,LKO,51,Weather,Heavy Rain
2024-03-06,Indigo,IN257,MAA,BLR,30,Technical,Clear
2024-02-16,Indigo,IN830,DEL,BLR,96,Weather,Heavy Rain
2024-04-15,Air India,AI364,CCU,PNQ,28,ATC,Clear
2024-03-02,GoAir,GO700,BLR,MAA,144,Technical,Clear
2024-01-30,Air India,AI162,LKO,BLR,31,Technical,Clear
2024-01-08,Vistara,VI748,BLR,DEL,165,Weather,Fog
2024-03-04,GoAir,GO767,HYD,BLR,129,Technical,Clear
2024-06-11,GoAir,GO308,HYD,BLR,58,Technical,Clear
2024-05-17,Vistara,VI668,PNQ,DEL,133,Weather,Clear
2024-03-15,SpiceJet,SP100,DEL,MAA,79,Weather,Snow
2024-03-30,SpiceJet,SP699,MAA,DEL,151,Weather,Clear
2024-01-18,Air India,AI191,CCU,LKO,50,Weather,Clear
2024-03-12,Vistara,VI315,LKO,CCU,177,Security,Clear
2024-04-25,Air India,AI351,LKO,HYD,168,Weather,Thunderstorm
2024-01-05,SpiceJet,SP761,DEL,LKO,17,Weather,Heavy Rain
2024-04-15,GoAir,GO813,PNQ,CCU,35,Weather,Fog
2024-05-17,Indigo,IN952,PNQ,LKO,111,Weather,Clear
2024-04-01,Vistara,VI281,DEL,BOM,64,Weather,Snow
2024-01-03,SpiceJet,SP860,DEL,PNQ,106,Weather,Heavy Rain
2024-01-24,GoAir,GO740,MAA,PNQ,74,Crew,Clear
2024-04-02,Indigo,IN387,PNQ,LKO,68,Crew,Clear
2024-02-20,Vistara,VI213,MAA,LKO,58,Technical,Clear
2024-06-17,GoAir,GO788,HYD,DEL,31,Technical,Clear
2024-03-07,GoAir,GO976,BLR,LKO,85,Crew,Clear
2024-06-22,Indigo,IN809,MAA,CCU,131,Technical,Clear
2024-04-19,Indigo,IN974,LKO,BLR,119,ATC,Clear
2024-02-01,GoAir,GO577,PNQ,HYD,26,Technical,Clear
2024-01-13,Air India,AI530,PNQ,HYD,64,Weather,Thunderstorm
2024-01-21,GoAir,GO927,DEL,CCU,123,Weather,Fog
2024-03-04,SpiceJet,SP268,LKO,HYD,175,Weather,Fog
2024-01-08,Vistara,VI542,DEL,LKO,100,Crew,Clear
2024-03-04,Indigo,IN584,BLR,HYD,100,ATC,Clear
2024-01-19,GoAir,GO734,PNQ,CCU,129,Weather,Clear
2024-02-01,Indigo,IN162,DEL,MAA,31,Weather,Heavy Rain
2024-01-16,Vistara,VI156,MAA,LKO,31,Technical,Clear
2024-06-22,Indigo,IN672,DEL,BLR,117,ATC,Clear
2024-06-07,Vistara,VI338,DEL,MAA,124,Weather,Clear
2024-06-07,Indigo,IN447,DEL,MAA,165,Technical,Clear
2024-01-28,Indigo,IN112,BOM,LKO,64,Crew,Clear
2024-06-12,GoAir,GO362,LKO,BLR,173,Weather,Snow
2024-02-17,SpiceJet,SP240,DEL,BOM,164,Weather,Snow
2024-05-11,Air India,AI418,HYD,BOM,169,Weather,Thunderstorm
2024-03-15,Air India,AI108,HYD,DEL,158,Weather,Fog
2024-04-18,Air India,AI300,BLR,CCU,32,Security,Clear
2024-02-18,Vistara,VI811,PNQ,MAA,163,Technical,Clear
2024-06-06,Air India,AI528,LKO,BOM,25,Weather,Snow
2024-02-26,Indigo,IN754,BLR,CCU,174,Weather,Heavy Rain
2024-03-02,Vistara,VI852,LKO,PNQ,67,Crew,Clear
2024-02-17,Indigo,IN471,DEL,BOM,157,Weather,Fog
2024-02-06,Air India,AI550,BLR,CCU,107,Technical,Clear
2024-01-08,SpiceJet,SP302,MAA,BOM,82,Weather,Heavy Rain
2024-03-27,GoAir,GO351,HYD,BOM,82,Weather,Fog
2024-01-06,SpiceJet,SP488,BOM,BLR,93,Security,Clear
2024-03-02,Air India,AI928,LKO,CCU,149,Weather,Clear
2024-04-21,Indigo,IN221,HYD,BOM,64,Crew,Clear
2024-06-26,Air India,AI425,CCU,LKO,26,Weather,Clear
2024-05-30,SpiceJet,SP974,MAA,PNQ,78,Weather,Fog
2024-06-10,Air India,AI993,HYD,PNQ,164,Technical,Clear
2024-02-23,Indigo,IN903,PNQ,CCU,31,Technical,Clear
2024-05-10,Vistara,VI869,LKO,BLR,60,Technical,Clear
2024-04-05,GoAir,GO811,PNQ,LKO,136,Security,Clear
2024-05-28,Vistara,VI753,DEL,HYD,66,Weather,Snow
2024-03-01,Vistara,VI323,MAA,BLR,161,ATC,Clear
2024-04-05,Air India,AI663,BOM,HYD,90,Crew,Clear
2024-05-12,Air India,AI335,DEL,MAA,101,Technical,Clear
2024-04-25,Vistara,VI542,CCU,HYD,96,ATC,Clear
2024-04-07,Indigo,IN283,PNQ,BOM,34,Weather,Thunderstorm
2024-01-22,Air India,AI962,BOM,PNQ,73,Weather,Fog
2024-01-31,Indigo,IN468,DEL,LKO,65,Weather,Thunderstorm
2024-03-05,Air India,AI863,MAA,BOM,50,Crew,Clear
2024-01-03,Air India,AI388,LKO,PNQ,118,Security,Clear
2024-04-30,GoAir,GO879,HYD,PNQ,73,Weather,Heavy Rain
2024-05-01,SpiceJet,SP628,PNQ,LKO,102,ATC,Clear
2024-03-21,SpiceJet,SP539,CCU,BOM,157,Weather,Fog
2024-04-05,SpiceJet,SP691,HYD,BLR,17,Security,Clear
2024-06-17,Air India,AI447,BLR,MAA,118,Weather,Clear
2024-03-17,Air India,AI701,DEL,LKO,50,Crew,Clear
2024-03-25,GoAir,GO744,CCU,BLR,115,Weather,Fog
2024-05-16,Vistara,VI292,PNQ,DEL,130,Weather,Thunderstorm
2024-01-24,SpiceJet,SP206,HYD,DEL,169,ATC,Clear
2024-01-07,SpiceJet,SP303,BOM,MAA,74,Weather,Thunderstorm
2024-06-17,GoAir,GO171,PNQ,DEL,17,Weather,Heavy Rain
2024-03-24,Vistara,VI500,HYD,DEL,122,Weather,Snow
2024-01-18,Vistara,VI986,BLR,BOM,94,ATC,Clear
2024-06-19,Vistara,VI262,MAA,LKO,132,Weather,Thunderstorm
2024-02-21,Indigo,IN246,PNQ,DEL,169,ATC,Clear
2024-05-14,Air India,AI682,PNQ,BLR,25,Weather,Fog
2024-03-14,Vistara,VI455,MAA,BLR,59,Technical,Clear
2024-03-04,SpiceJet,SP732,CCU,BLR,61,Weather,Clear
2024-01-25,Vistara,VI815,DEL,HYD,55,ATC,Clear
2024-06-09,GoAir,GO398,BOM,CCU,70,Crew,Clear
2024-04-15,GoAir,GO224,LKO,DEL,144,Crew,Clear
2024-04-14,Vistara,VI268,MAA,BOM,133,Technical,Clear
2024-01-19,Vistara,VI490,LKO,CCU,64,Weather,Snow
2024-01-10,Indigo,IN356,BOM,CCU,98,Security,Clear
2024-05-04,Vistara,VI169,BOM,LKO,127,Technical,Clear
2024-04-30,Air India,AI961,HYD,BOM,170,ATC,Clear
2024-02-15,Air India,AI227,CCU,BOM,17,Weather,Thunderstorm
2024-02-09,Vistara,VI466,HYD,BOM,151,Crew,Clear
2024-04-23,Indigo,IN956,BOM,MAA,128,Technical,Clear
2024-06-02,Indigo,IN149,CCU,PNQ,78,Weather,Thunderstorm
2024-03-02,SpiceJet,SP193,DEL,MAA,18,Weather,Thunderstorm
2024-02-19,Indigo,IN325,BOM,PNQ,57,ATC,Clear
2024-01-12,Vistara,VI624,BOM,PNQ,158,Weather,Heavy Rain
2024-06-08,SpiceJet,SP654,CCU,BLR,69,Weather,Fog
2024-04-01,Air India,AI277,DEL,MAA,18,Technical,Clear
2024-02-24,Vistara,VI325,BOM,CCU,174,ATC,Clear
2024-01-12,Indigo,IN323,CCU,HYD,142,Crew,Clear
2024-05-17,GoAir,GO275,MAA,DEL,176,Technical,Clear
2024-06-22,SpiceJet,SP440,HYD,CCU,96,Crew,Clear
2024-01-18,Air India,AI118,PNQ,BLR,74,Technical,Clear
2024-02-29,Indigo,IN731,BOM,BLR,124,Weather,Heavy Rain
2024-06-07,Indigo,IN161,HYD,BLR,66,Weather,Heavy Rain
2024-04-06,SpiceJet,SP757,DEL,HYD,168,Security,Clear
2024-03-25,SpiceJet,SP384,LKO,CCU,25,Crew,Clear
2024-06-14,Air India,AI868,DEL,HYD,99,ATC,Clear
2024-03-03,SpiceJet,SP652,DEL,CCU,71,Security,Clear
2024-05-13,Air India,AI287,PNQ,LKO,140,Weather,Fog
2024-02-19,Indigo,IN749,HYD,BOM,59,Weather,Clear
2024-05-20,SpiceJet,SP341,BOM,MAA,94,Crew,Clear
2024-02-20,SpiceJet,SP534,HYD,LKO,88,Weather,Clear
2024-04-24,SpiceJet,SP378,PNQ,DEL,107,Security,Clear
2024-04-06,SpiceJet,SP582,PNQ,BLR,125,Technical,Clear
2024-05-03,Indigo,IN880,CCU,BLR,91,ATC,Clear
2024-05-21,SpiceJet,SP363,CCU,BLR,87,Weather,Snow
2024-05-23,GoAir,GO592,BOM,BLR,135,Weather,Heavy Rain
2024-02-09,SpiceJet,SP104,DEL,PNQ,110,Technical,Clear
2024-04-13,Vistara,VI504,LKO,BLR,179,Weather,Clear
2024-01-19,Vistara,VI139,BOM,MAA,56,Security,Clear
2024-04-21,Air India,AI889,LKO,MAA,177,Crew,Clear
2024-06-27,Indigo,IN766,CCU,BLR,77,Crew,Clear
2024-01-09,Air India,AI746,DEL,CCU,52,Technical,Clear
2024-06-03,Vistara,VI797,HYD,BLR,163,Weather,Heavy Rain
2024-01-04,Indigo,IN889,BOM,CCU,113,Crew,Clear
2024-06-29,GoAir,GO182,BLR,MAA,124,Weather,Thunderstorm
2024-06-26,Air India,AI612,CCU,MAA,120,Weather,Fog
2024-01-28,GoAir,GO895,LKO,PNQ,68,Weather,Snow
2024-06-27,Air India,AI106,HYD,PNQ,39,Weather,Fog
2024-06-27,Vistara,VI637,CCU,LKO,125,Weather,Heavy Rain
2024-02-15,Air India,AI290,HYD,BOM,143,Weather,Fog
2024-04-25,GoAir,GO933,BLR,BOM,61,Weather,Heavy Rain
2024-03-07,Vistara,VI551,BOM,PNQ,35,Technical,Clear
2024-01-22,Vistara,VI227,MAA,DEL,164,Weather,Heavy Rain
2024-05-02,Vistara,VI788,BOM,DEL,16,Weather,Clear
2024-01-11,Indigo,IN316,DEL,MAA,83,Technical,Clear
2024-05-01,Air India,AI718,CCU,HYD,102,Weather,Thunderstorm
2024-03-02,Air India,AI781,CCU,BLR,106,Technical,Clear
2024-01-26,Indigo,IN567,CCU,LKO,50,ATC,Clear
2024-06-03,Indigo,IN989,MAA,CCU,78,Crew,Clear
2024-04-25,GoAir,GO802,PNQ,MAA,63,Weather,Fog
2024-06-12,Air India,AI117,LKO,PNQ,98,Weather,Snow
2024-02-29,GoAir,GO596,CCU,LKO,35,Technical,Clear
2024-04-19,Vistara,VI774,BOM,CCU,170,Weather,Heavy Rain
2024-02-06,GoAir,GO997,DEL,HYD,37,Weather,Thunderstorm
2024-06-21,GoAir,GO995,PNQ,BOM,44,ATC,Clear
2024-06-18,GoAir,GO346,BLR,BOM,37,Weather,Fog
2024-04-21,Indigo,IN264,LKO,BLR,71,Crew,Clear
2024-06-19,Vistara,VI786,BOM,CCU,151,Weather,Snow
2024-01-24,Air India,AI992,BLR,LKO,168,Crew,Clear
2024-06-13,Air India,AI486,CCU,LKO,158,Technical,Clear
2024-02-29,SpiceJet,SP365,BOM,BLR,37,Weather,Thunderstorm
2024-05-31,SpiceJet,SP862,BOM,LKO,95,Weather,Snow
2024-05-27,Indigo,IN418,DEL,LKO,114,Technical,Clear
2024-03-22,Air India,AI916,HYD,LKO,166,Technical,Clear
2024-01-28,Vistara,VI109,PNQ,HYD,90,Weather,Heavy Rain
2024-05-07,Vistara,VI250,MAA,BOM,23,Crew,Clear
2024-03-20,GoAir,GO805,BOM,BLR,161,Security,Clear
2024-06-10,SpiceJet,SP606,MAA,CCU,30,Security,Clear
2024-02-09,SpiceJet,SP968,BLR,CCU,60,Crew,Clear
2024-04-10,Air India,AI934,HYD,DEL,101,Technical,Clear
2024-06-22,Vistara,VI456,CCU,BLR,87,Weather,Thunderstorm
2024-06-27,SpiceJet,SP817,CCU,DEL,163,Weather,Fog
2024-03-18,Vistara,VI770,HYD,LKO,138,Weather,Thunderstorm
2024-02-07,SpiceJet,SP323,BLR,CCU,107,Technical,Clear
2024-06-22,SpiceJet,SP485,CCU,LKO,29,ATC,Clear
2024-04-01,Vistara,VI283,DEL,BOM,101,Security,Clear
2024-02-08,Vistara,VI350,DEL,BOM,140,Weather,Thunderstorm
2024-06-25,GoAir,GO276,CCU,PNQ,37,Technical,Clear
2024-06-15,Vistara,VI381,PNQ,HYD,44,Weather,Fog
2024-02-01,Vistara,VI756,BLR,DEL,161,Technical,Clear
2024-03-11,Indigo,IN913,HYD,MAA,180,Weather,Snow
2024-03-17,GoAir,GO228,BOM,BLR,152,Weather,Heavy Rain
2024-04-13,Indigo,IN503,PNQ,DEL,164,Technical,Clear
2024-02-23,Indigo,IN285,HYD,DEL,95,Technical,Clear
2024-01-11,SpiceJet,SP688,BLR,CCU,158,Weather,Thunderstorm
2024-01-09,Indigo,IN227,MAA,HYD,58,Security,Clear
2024-06-17,Indigo,IN354,MAA,DEL,147,Security,Clear
2024-06-17,GoAir,GO555,HYD,LKO,95,Weather,Clear
2024-03-31,GoAir,GO651,BLR,CCU,26,Weather,Heavy Rain
2024-01-10,SpiceJet,SP245,MAA,PNQ,49,ATC,Clear
2024-05-31,Air India,AI384,HYD,CCU,34,Technical,Clear
2024-03-07,Vistara,VI765,HYD,MAA,80,Weather,Snow
2024-06-26,SpiceJet,SP648,BLR,DEL,83,Technical,Clear
2024-04-05,GoAir,GO773,HYD,MAA,95,ATC,Clear
2024-04-07,Indigo,IN718,BLR,DEL,151,Weather,Fog
2024-06-24,GoAir,GO516,BOM,BLR,107,Technical,Clear
2024-03-10,SpiceJet,SP989,BLR,HYD,111,Weather,Heavy Rain
2024-04-06,Indigo,IN901,BOM,HYD,93,Technical,Clear
2024-01-25,GoAir,GO457,MAA,LKO,40,Weather,Fog
2024-02-13,Air India,AI869,CCU,BOM,151,Weather,Clear
2024-06-01,Vistara,VI588,HYD,BLR,146,Weather,Heavy Rain
2024-06-17,SpiceJet,SP246,CCU,MAA,28,Crew,Clear
2024-03-04,GoAir,GO528,PNQ,BOM,105,Weather,Snow
2024-05-08,Air India,AI382,CCU,MAA,73,Security,Clear
2024-06-11,Indigo,IN412,CCU,PNQ,38,Weather,Fog
2024-01-20,SpiceJet,SP195,HYD,LKO,88,Weather,Clear
2024-05-06,Indigo,IN534,HYD,MAA,151,Weather,Fog
2024-04-13,Indigo,IN731,BLR,PNQ,123,Crew,Clear
2024-03-03,GoAir,GO800,DEL,LKO,58,Weather,Clear
2024-02-27,SpiceJet,SP176,LKO,PNQ,105,Weather,Fog
2024-04-18,Vistara,VI488,HYD,BLR,101,Security,Clear
2024-05-18,Indigo,IN397,MAA,BLR,69,Weather,Fog
2024-06-10,GoAir,GO503,BLR,HYD,179,Security,Clear
2024-04-28,GoAir,GO968,PNQ,DEL,172,Weather,Snow
2024-03-25,Air India,AI462,BOM,DEL,62,Weather,Snow
2024-03-31,Indigo,IN203,CCU,BLR,150,Weather,Clear
2024-02-09,Vistara,VI226,PNQ,DEL,79,Weather,Heavy Rain
2024-04-30,Vistara,VI483,MAA,HYD,61,Weather,Clear
2024-03-09,Indigo,IN549,PNQ,BOM,126,Weather,Fog
2024-04-01,SpiceJet,SP213,BLR,HYD,116,Weather,Snow
2024-03-25,Indigo,IN264,BLR,MAA,83,Security,Clear
2024-04-17,Vistara,VI663,PNQ,CCU,47,Technical,Clear
2024-04-12,GoAir,GO843,CCU,BOM,42,Weather,Fog
2024-02-02,SpiceJet,SP452,DEL,PNQ,28,Technical,Clear
2024-04-19,GoAir,GO855,DEL,MAA,87,Weather,Snow
2024-01-22,Vistara,VI353,HYD,CCU,78,Technical,Clear
2024-01-30,Air India,AI817,BLR,CCU,65,ATC,Clear
2024-06-29,Indigo,IN817,HYD,BOM,166,Security,Clear
2024-02-28,Indigo,IN235,CCU,DEL,64,Weather,Heavy Rain
2024-04-19,Indigo,IN731,BLR,DEL,112,ATC,Clear
2024-05-14,Air India,AI816,BLR,BOM,137,Weather,Fog
2024-05-10,Vistara,VI759,DEL,BLR,108,Weather,Thunderstorm
2024-03-30,Vistara,VI352,LKO,DEL,15,Weather,Fog
2024-06-18,Air India,AI317,MAA,BLR,170,Weather,Fog
2024-04-20,SpiceJet,SP358,PNQ,HYD,43,Weather,Fog
2024-06-20,Indigo,IN799,HYD,BLR,107,Weather,Clear
2024-05-15,GoAir,GO480,BLR,CCU,164,Weather,Snow
2024-01-23,Indigo,IN233,BOM,DEL,63,Technical,Clear
2024-06-29,Vistara,VI201,BOM,LKO,92,Technical,Clear
2024-02-21,GoAir,GO838,HYD,DEL,122,Weather,Clear
2024-03-05,GoAir,GO455,LKO,BLR,45,Technical,Clear
2024-01-18,Vistara,VI529,DEL,HYD,48,Technical,Clear
2024-01-12,GoAir,GO162,BLR,CCU,141,ATC,Clear
2024-02-12,Vistara,VI868,CCU,MAA,117,Crew,Clear
2024-02-22,SpiceJet,SP103,HYD,LKO,17,Weather,Clear
2024-04-26,GoAir,GO824,MAA,HYD,90,ATC,Clear
2024-05-21,Indigo,IN275,BLR,DEL,89,Technical,Clear
2024-06-12,SpiceJet,SP384,HYD,BLR,28,ATC,Clear
2024-02-23,GoAir,GO218,DEL,CCU,169,Weather,Thunderstorm
2024-03-24,Indigo,IN822,MAA,CCU,171,Weather,Thunderstorm
2024-03-24,Indigo,IN740,DEL,PNQ,86,Weather,Heavy Rain
2024-03-06,Indigo,IN650,BOM,CCU,112,Crew,Clear
2024-06-09,GoAir,GO664,BLR,PNQ,98,Weather,Thunderstorm
2024-02-22,GoAir,GO744,CCU,BOM,126,Weather,Thunderstorm
2024-02-07,Vistara,VI195,PNQ,BOM,60,Weather,Heavy Rain
2024-05-25,Vistara,VI846,HYD,CCU,94,Weather,Heavy Rain
